date,value
2024-06-07,4.1005139999999995
2024-06-08,6.727203
2024-06-09,3.590116
2024-06-10,2.96737
2024-06-11,1.65475
2024-06-12,1.56192
2024-06-13,0.48227000000000003
2024-06-14,0.8333849
2024-06-15,1.162389
2024-06-16,3.40231
2024-06-17,0.9535399999999999
2024-06-18,4.393831
2024-06-19,2.8493233
2024-06-20,0.5361199999999999
2024-06-21,0.73307
2024-06-22,1.6335123
2024-06-23,1.4486569
2024-06-24,0.36527
2024-06-25,0.71584
2024-06-26,3.5766329999999997
2024-06-27,0.878974
2024-06-28,0.64472
2024-06-29,2.088029
2024-06-30,2.20486
2024-07-01,0.90064
2024-07-02,1.53958
2024-07-03,2.5529100000000002
2024-07-04,0.3423
2024-07-05,1.427415
2024-07-06,1.93759
2024-07-07,0.19629
2024-07-08,0.66513
2024-07-09,4.3098
2024-07-10,4.041647
2024-07-11,1.8768820000000002
2024-07-12,0.81141
2024-07-13,5.01258
2024-07-14,1.23496
2024-07-15,5.926632
2024-07-16,7.13453
2024-07-17,6.235568
2024-07-18,5.644572
2024-07-19,9.4141
2024-07-20,6.61603
2024-07-21,8.680576
2024-07-22,10.702373
2024-07-23,8.49771
2024-07-24,6.980885
2024-07-25,6.08642
2024-07-26,6.413203
2024-07-27,6.55038
2024-07-28,5.12952
2024-07-29,6.653167
2024-07-30,3.523744
2024-07-31,4.296128
2024-08-01,5.63634
2024-08-02,3.60777
2024-08-03,5.069958
2024-08-04,3.975969
2024-08-05,3.28465
2024-08-06,7.3576500000000005
2024-08-07,0.06866
2024-08-08,1.24608
2024-08-09,2.17559
2024-08-10,1.9447305
2024-08-11,0.57053
2024-08-12,5.211486
2024-08-13,0.46954
2024-08-14,0.15153
2024-08-15,0.37261
2024-08-16,2.0976749
2024-08-17,0.4858528
2024-08-18,1.319797
2024-08-19,1.417366
2024-08-20,1.16483
2024-08-21,0.0694
2024-08-22,2.575917
2024-08-23,0.42373
2024-08-24,5.41389
2024-08-25,1.3287945
2024-08-26,5.3587453
2024-08-27,3.147747
2024-08-28,2.11624
2024-08-29,1.47183
2024-08-30,0.05702
2024-08-31,1.90263
2024-09-01,1.37523
2024-09-02,4.2093801
2024-09-03,0.51917
2024-09-04,3.28647
2024-09-05,4.414643
2024-09-06,0.36303
2024-09-07,3.710423
2024-09-08,3.32836
2024-09-09,9.2903057
2024-09-10,6.314842
2024-09-11,3.44222
2024-09-12,4.367377
2024-09-13,3.8483
2024-09-14,0.38478
2024-09-15,1.56363
2024-09-16,1.49057
2024-09-17,4.10328
2024-09-18,0.54843
2024-09-19,6.92431
2024-09-20,3.72637
2024-09-21,0.13085
2024-09-22,1.02099
2024-09-23,3.351347
2024-09-24,0.83867
2024-09-25,4.690113
2024-09-26,3.376343
2024-09-27,0.83508
2024-09-28,0.2304
2024-09-29,0.96669
2024-09-30,2.38217
2024-10-01,5.941371
2024-10-02,4.781489
2024-10-03,6.52508
2024-10-04,3.7529850000000002
2024-10-05,8.3036263
2024-10-06,2.881608
2024-10-07,4.42518
2024-10-08,4.3224599999999995
2024-10-09,0.68914
2024-10-10,4.543559
2024-10-11,3.02258
2024-10-12,0.23936000000000002
2024-10-13,0.22251
2024-10-14,3.38357
2024-10-15,5.311714
2024-10-16,8.007509
2024-10-17,3.459226
2024-10-18,3.6282379999999996
2024-10-19,3.561881
2024-10-20,2.2598483000000003
2024-10-21,4.123278
2024-10-22,4.1753
2024-10-23,2.50918
2024-10-24,6.226236
2024-10-25,3.285879
2024-10-26,0.980499
2024-10-27,0.58596
2024-10-28,1.8243710000000002
2024-10-29,2.12226
2024-10-30,6.839021
2024-10-31,4.521978
2024-11-01,3.616563
2024-11-02,1.984758
2024-11-03,0.9731099999999999
2024-11-04,6.265201
2024-11-05,4.39652
2024-11-06,4.220154
2024-11-07,3.84957
2024-11-08,3.777738
2024-11-09,3.125855
2024-11-10,3.20221
2024-11-11,2.44598
2024-11-12,4.159745
2024-11-13,4.96913
2024-11-14,6.538558
2024-11-15,3.46891
2024-11-16,2.2911900000000003
2024-11-17,3.62277
2024-11-18,4.04651
2024-11-19,3.98612
2024-11-20,2.86957
2024-11-21,4.17729
2024-11-22,3.71886
2024-11-23,5.15471
2024-11-24,3.35559
2024-11-25,3.59943
2024-11-26,5.542076
2024-11-27,1.8217
2024-11-28,7.617906
2024-11-29,3.34575
2024-11-30,0.10753
2024-12-01,2.400228
2024-12-02,3.811516
2024-12-03,4.0605096
2024-12-04,4.477631
2024-12-05,1.82371
2024-12-06,2.02934
2024-12-07,4.35533
2024-12-08,2.615821
2024-12-09,2.17093
2024-12-10,2.916102
2024-12-11,0.012539999999999999
2024-12-12,1.655622
2024-12-13,4.04735
2024-12-14,0.8561540000000001
2024-12-15,1.09142
2024-12-16,4.50687
2024-12-17,2.18232
2024-12-18,0.51544
2024-12-19,3.49344
2024-12-20,2.704406
2024-12-21,0.23393
2024-12-22,0.97289
2024-12-23,1.63034
